genre,artist,song,lyrics
Pop,911,How Do You Want Me To Love You,"Ha ha ha alright
Ha ha yeah ha ha ha ha ha
Yeah yeah yeahHow do you want me to love you, oh yeah yeah
Where did you come from? And what's your name?
I gotta tell you something, please let me explain
I'm the kind of man who could treat you right
Give you what you need girl every day every night
Give me a reason, show me a sign
Just let me know that I'm not wasting my time
I'll give you all that you want, be you everything man
You wish will be my command


Related




 






The 18 Greatest Revenge Songs of All Time







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

How do you want me to love you
Take it fast, take it slow, please let me know
How do you want me to love you
With my heart, with my soul
I'll take you anywhere you want to goHa ha ha ha ha ha yeah yeah, ha ha ha ha ha ha yeah




Photos


































 




I look right through you, and you turn away
Tell me how much longer must we both play this game
What's it gonna take now, I gotta make you see
We should be together girl, it's our destiny
You need a lover who can show you the way
If you're got a problem I can make it OK (make it OK)
Now that I've fond you I can't let you go
So girl won't you let me know(Refrain)x4(Refrain) x2




 "
Pop,911,Look Through Any Window,"Look through any window, yeah
What do you see?
Smiling faces all around
Rushing through the busy town
Where do they go?
Moving on their way
Walking down the highways and the byways
Where do they go?
Moving on their way
Are people with their shy ways and their sly ways
You can see the little children all around
You can see the little ladies in their gowns
When you look through any window, yeah
Any time of day
See the drivers on the roads
Button down their heavy loads
Where do they go?
Moving on their way
A-driving down the highways and the byways
Where do they go?
Moving on their way
Are drivers with their shy ways and their sly ways
You can see the little children all around
You can see the little ladies in their gowns
When you look through any window, yeah
What do you see?
Smiling faces all around
Rushing through the busy town
Moving on their way...
Ooh...moving on their way...
Where do they go...?
Moving on their way...ooh...


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Make You My Baby,"Related




 






11 Delicious Misheard Lyrics About Food







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,More than a woman,"Do-do-do-do
More than a woman
Do-do-do-doOh girl I've know you very well
I've seen you growing every day
I never really looked before
But now you take my breath away
Suddenly you're in my life
Part of everything I do
You've got me working day and night
Just trying to keep a hold on you


Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

Here in your arms I've found my paradise
My only chance for happiness
And if I lose you now I think I would die
Oh say you'll always be my baby
We can make it shine
We can take forever
Just a minute at a time, oh-ohMore than a woman
More than a woman to me, baby
More than a woman (more than a woman)
More than a woman to meDo-do-do-do
More than a woman
Do-do-do-do Oh girlThere are stories old and true
Of people so in love like you and me
And I can see myself



Photos


































 




(Let history repeat itself).
Reflecting how I feel for you
Thinking about those people then
I know that in a thousand years
(I'd fall in love with you again).This is the only way that we should fly
This is the only way to go
And if I lose your love now I think I would die.Doo doo doo doo
More than a woman
Doo doo doo dooOh...
(More than a woman), more than a woman
(More than a woman to me), yes you are, baby
(More than a woman), more than a woman
More than a woman to me.
(Doo doo doo doo), hooh, baby
(More than a woman)
(Doo doo doo doo), Oh... yeah, yeah, yeah
(More than a woman), more than a woman
(More than a woman to me)
(More than a woman), more than a woman
(More than a woman to me), everyday of my life
(More than a woman), oh, baby
(More than a woman to me)
(More than a woman), more than a woman
(More than a woman to me)




 "
Pop,911,New Groove Generation,"Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Moving on,"Moving on our way
Moving on our wayI will always remember
Our first days together
It felt like we had known each other forever
We were dreamers
And we were believers
To give up everything
To follow this dream
But one thing that we have learnt
Is to stand, together as one
And nothing will overcome
And nothing's gonna stop us now
Moving on our way


Related




 






18 Non-Traditional Yet Perfect Wedding Songs







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

We're moving on in the one direction
We're growing stronger with each passing day
We're moving on we'll always remember
All of our friends all along away
Moving on our way




Photos


































 




Now there's been hard times
As the road unwinds
We've grown closer
It's been worth all the sacrifice
Time are changing
And I hear what you say
Can't look at the world
Through innocent eyes
We promise we will never forget the message
Keep the faith as long as your here
By our side
We'll make this music last for all time
Moving on our wayRepeat Moving on our wayRepeat




 "
Pop,911,The Swing,"Related




 






15 Huge Stars Who Were Backup Singers First







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Nothing Stops The Rain,"Related




 






The 18 Greatest Revenge Songs of All Time







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Take Good Care,"I've been broken-hearted
It felt like my world was caving in, leaving me lonely
It felt like my head was in a spin
I'd too and I'd turn all night, wondering how it came to be
I've been there, and I never will return
If you're honest, girl (honest, girl)
You will be my world (be my world)
And I'll be there if you take good care forever
Take good care of my heart, and I won't let you down, girl
Take good care of my heart, I'll always be around, girl
Take good care of my heart, and I will leave you never
If you take good care forever
I'd do about anything
To show you that my love is strong enough
Whether it's rain or shine
Even when the going gets too tough
I'll be there, on this, you can rely
If you'll be my girl (be my girl)
I'll promise the world (promise the world)
And my love, I'll share if you take good care forever
Repeat 
I used to make believe
There was a girl of my dreams (girl of my dreams)
When I opened up my eyes
I saw my dreams have come to life


Related




 






27 Best Ever Songs From Movie Soundtracks







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Should've Been The One,"Writers: McLaughlin/James
My baby, should've been the one
Last night I was so scared I couldn't close my eyes
You still live in me
Some how I made it through the night
Rescued by the break of day, once again
I know someone's in your heart, it's pulling me apart
But I guess I'm the one to blame (it's so hard)
And it's so hard (so hard) holding back the tears now you've dissapeared
How I long to hold you near
Chorus:
Oh I should've been the one who's with you now
Should've been the one that's feeling proud
I failed you now
Oh I should've read the signs in your eyes
Should've had the sense to realise
I've lost you now
I see you, laughing out loud standing in the crowd
The same crowd I used to know
But it's too late now to change anything
I've lost everything
Gotta learn to let you go
Chorus
I should've been the light in your eyes (should've been the light)
Should've been the fire in your smile (should've been the fire)
I should've been your spirit and your guide
I wonder do you think of me? (do you think of me?)
Maybe you shed a tear for me (shed a tear for me)
I realise I paid the price but nothing's gonna change the way I fell for
you
Oh I should've been the one who's with you now
Should've been the one who's feeling proud
Girl I've failed you now
Should've read the signs in your eyes
Should've had the sense to realise
I've lost you now
I know I let you down, baby had to fool around
Oh I should've been the one who's with you now
Should've been the one who's feeling proud
I failed you now
I should've read the signs, baby should've realised
Oh I should've read the signs in your eyes
Should've had the sense to realise
I've lost you now
I know I let you down, baby had to fool around.


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,That's The Way,"Writers: McLaughlin/James
Hold on tight (hold on tight),
We move so right (feels so right),
I'll make you feel so alive
That's the way we do it, move your body to it
Come on get on it now it feels so right
No I admit to being a dreamer
But baby that ain't a crime (oh yeah)
I've found a place that I can escape
And all of my dreams (oh yeah) come to life (come on)
I feel a sense of magic in the air tonight
A little something special down inside
Such a feeling words can't describe
We're going on a journey to paradise
Chorus:
That's the way we kick it, take it to the limit
Now we're just starting baby hold on tight
That's the way we do it, move your body to it
Come on get on it now it feels so right
That's the way we kick it, take it to the limit
Come on get on it now it feels so right
It doesn't matter where you are - Paris, Rome, Tokyo - the feeling's
gonna get ya
Let your imagination take you there
Gonna do all the things that no one else would dare
I feel a sense of magic in the air tonight
A little something special down inside
Such a feeling words can't describe
We're going on a journey to paradise
Chorus
Hey, hey, hey, yo feels so right
I've got everything you need and more
Baby you are the one, everything I've been waiting for
The flavour, to savour, do you hear what I say?
That's the way - just kick it
Hold on tight (hold on tight), we move so right (it feels so right)
I'll make you feel so alive (that's the way - kick it)!
That's the way we kick it, take it to the limit
Now we're just starting baby hold on tight (hold on tight)
That's the way we do it, move your body to it
Come on get on it now it feels so right (feels so right)
That's the way we kick it, take it to the limit
Now we're just starting baby hold on tight (hold on tight)
That's the way we do it, move your body to it
Move your body to it (move your body)
Come on get on it now, it feels so right (feels so right)
That's the way we kick it, take it to the limit
That's the way we kick it.


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,911,Can't Stop,"Space, Age-in baby
Right right right right
One time
Beyotch!
Yeah, you know how they like it baby, nigga you can't retire!One: Too, EightballFrom nineteen-eighty, through eighty-eight
I Don't Stop Rappin like my first tapes
When I was broke, I used to sell em instantly (instantly)
One look, you could tell it was the pimp in me (pimp in me)
In eighty-nine, I went on tour with Eazy-E (Eazy-E)
A bunch of fine bitches tryin to sleep with me
Every night, sold out, turnin young hoes
Tell her baby, no doubt, stick this dick in yo' mouth
I smoked a lot of weed, I said a lot of rhymes
Always fucked up in niggaz bitches all the time
Now I'm ridin on twenties wearin nice clothes
but ain't nuttin like pimpin hoes, and ridin Vogues
I live a good life, in my pursuit of happiness
I'm so glad, to get to the point of havin this
opportunity, for you and me to pass it on
Two years ago, I thought it'd be my last song


Related




 






Can You Guess The Song By The Emojis?







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

Me, Squeaky, Flex and J, on Saratoga Street
Smokin white boys, bumpin dopefiend beats
Eighty-eight, my pockets wasn't straight, but I was makin it
Niggaz like Lil' Tim was out there ballin sellin cakes n shit
I was right there, on the Mob Circle, writin raps
All about my snaps, tryin to put Ball and G on the map
Nowadays I own my shit and bone bad bitches
Kickin it with rich niggaz in rollers, and candy sixes
Deliverin hot shit like Pizza Hut for them hardcore thugs
Niggaz who pimp bitches and hit the highway with them drugs
Feel my flow, mix it in witcha chronic main
Dawg, I don't know why you tryin to leave this game
State to state, plenty hoes and plenty money to make
Writing raps, makin more than them niggaz movin weight
The game been good to me, and I know that muhfucka bless you
Thanks for passin game, now let's get out here and make this lootToo, Eightball, MJG



Photos


































 




I won't stop rappin, I don't stop rappin
I got too much money bitch I can't stop rappin
We some presidential players, with money by the layers
Ain't nuthin you broke ass niggaz do that can fade us
I won't stop rappin, I don't stop rappin
I got too much money bitch I can't stop rappin
I drive fast cars, eat lunch by lakes
and meet a hundred different bitches when I drop new tapesTwo: MJG, TooI had to sacrifice, get things right
In this rap life, I paid my dues
Learn how to crawl, before I walk
Then I learned how to tie my shoes
Tryin crime, but it just didn't work for me
Matter of fact it did it worse for me
Gettin eyes scarred, bein weak one time ya hard
It can only do hurt to me
So I sucked up my peer pressure, and my pride
And realized that this rap shit was gon help me to survive
Stay alive, go with the flow but don't be no muhfuckin fool
Hell this music thing is all I got, I ain't makin straight A's in school
And ain't wind up to be dumber nigga, only to be different
So all the shit that you think we are, the shit that we isn't
When you raised up, where I come from, make it out is a blessing
Cause half the cats, where I come from, don't ever learn they lessons
My first love, even before I had a daughter, or a lady
was rappin, sweet lyrics, I love you, my baby
MJG, what you see, on TV, is fame
But the rapper I let loose almost anything, I love this gameI won't stop rappin, I don't stop rappin
I make too much money bitch I can't stop rappin
I live the fast life of a MC
and I sell a lot of records makin pimp beats
I could do a show tonight and make ten G's
Fuck til the mornin, sleep late and smoke weed
Three cars in my garage, truck in the driveway
I always, get my dick sucked on the highwayThree: Eightball, MJGMy way (pimp til I dieee) fuck a hoe
Unless that hoe is breakin me off some dough, to hit the studio
Blowin, niggaz ain't knowin, how far this shit is goin
I wrote all my shit, but niggaz always talkin bout what I owe them
But I'm gon' show them, real niggaz stand on they own ten toes
So I'ma make all the money, and try my best to fuck all these hoes
Friend or foe, a bitch or hoe, rich or po'
Eightball got flow, MJGHere comes the one they call the P-I, M-P, never will retire
The tree-high, green leaf, helps me to get higher
Eightball and MJG, Too, we all must be
the pimps of the industry, shit people pretend to be
Fuck so why should we, settle down
Leave the kitchen put the kettles down
Stop from fillin all you hoes
Give up the life of trues and vogues
Hell no, it ain't gon' happen, this shit too deep
So I hooked up with my comrades so we can all get rich, niggaYea yea, one time, for your motherfuckin mind
Pimp shit bitch
Eightball and MJG, now what you weigh me
Dawg in the house, slammin Cadillac do's, pimpin hoes
Nuthin but the real shit, nine-eight, for these tricks it's too late
It's that old school pimpin all the way from Memphis, to Oakland
Straight smokin baby, fryin em up fat
Atlanta to Houston, we still doin it like this
Yea, New York to L.A.
Beyitch!
Hah, that's right, Space Age forever, nigga
T-Mix on the funk
Dangerous Music, uhh
Suave House
I love that!




 "
Pop,5 Seconds Of Summer,Amnesia,"I drove by all the places we used to hang out getting wasted
I thought about our last kiss, how it felt the way you tasted
And even though your friends tell me you're doing fineAre you somewhere feeling lonely even though he's right beside you?
When he says those words that hurt you, do you read the ones I wrote you?Sometimes I start to wonder, was it just a lie?
If what we had was real, how could you be fine?'Cause I'm not fine at allI remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape


Related




 






26 Best Breakup Songs Of All Time







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

'Cause I'm not fine at allThe pictures that you sent me they're still living in my phone
I'll admit I like to see them, I'll admit I feel alone
And all my friends keep asking why I'm not aroundIt hurts to know you're happy, yeah, it hurts that you've moved on
It's hard to hear your name when I haven't seen you in so longIt's like we never happened, was it just a lie?
If what we had was real, how could you be fine?'Cause I'm not fine at allI remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape



Photos


































 




If today I woke up with you right beside me
Like all of this was just some twisted dream
I'd hold you closer than I ever did before
And you'd never slip away
And you'd never hear me sayI remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
'Cause I'm not fine at all
No, I'm really not fine at all
Tell me this is just a dream
'Cause I'm really not fine at all




 "
Pop,5 Seconds Of Summer,She Looks So Perfect,"Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, heySimmer down, simmer down
They say we're too young now to amount to anything else
But look around
We work too damn hard for this just to give it up nowIf you don't swim, you'll drown
But don't move, honeyYou look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrowed heart
And I know now that I'm so down


Related




 






27 Best Ever Songs From Movie Soundtracks







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

Hey!
Hey, hey, hey, hey
Hey, heyLet's get out, let's get out
Cause this deadbeat town's only here just to keep us down
While I was out, I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
Cause all I really want is youYou look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
I made a mixtape straight out of '94
I've got your ripped skinny jeans lying on the floor
And I know now, that I'm so down



Photos


































 




Hey!
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, heyYou look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I'm so downHey!
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, heyYou look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
(Hey, hey!)
Your lipstick stain is a work of art
(Hey, hey, hey, hey)
I got your name tattooed in an arrow heart
(Hey, hey, hey, hey)
And I know now that I'm so down
(Hey!)




 "
Pop,5 Seconds Of Summer,Catch 22,"You...
You...Wasted,
I'm playing the same parts
Where I'm chasing,
Your sick little heart
Till I'm jaded and lying on the floor
Faded,
I'm wrapped in your arms
While you're waiting
To tear me apart
With a last kiss,
You leave me wanting more


Related




 






15 Huge Stars Who Were Backup Singers First







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

You...
You're a catch 22
Win or lose I'm screwed
I'm trapped under your spell
It saves me, breaks me
Till I fall back to you...
You're a catch 22
You're a catch 22Restless, I stay awake
With the spaces,
The thought of our hands interlacing
Is taking over me
Reckless, I'm at your front door
And I'm helpless, I'm twisted back up
In the madness, repeating history
Promise me you'll never let me leave



Photos


































 




You...
You're a catch 22
Win or lose I'm screwed
I'm trapped under your spell
It saves me, breaks me
Till I fall back to you...
You're a catch 22
You're a catch 22(You're a catch 22)Damned if I do
Damned if I don't
Let me go
I'm better off aloneAnd here we go againYou...
You're a catch 22
Win or lose I'm screwed
I'm trapped under your spell
It saves me, breaks me
Till I fall back to you...
You're a catch 22
Win or lose I'm screwed
I'm trapped under your spell
It saves me, breaks me
Till I fall back to you...
You're a catch 22
Win or lose I'm screwed




 "
Pop,5 Seconds Of Summer,Wherever You Are,"For a while we pretended
That we never had to end it
But we knew we'd have to say goodbye
You were crying at the airport
When they finally closed the plane door
I could barely hold it all insideTorn in two
And I know I shouldn't tell you
But I just can't stop thinking of you
Wherever you are
You
Wherever you are
Every night I almost call you
Just to say it always will be you
Wherever you are


Related




 






18 Non-Traditional Yet Perfect Wedding Songs







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

I could fly a thousand oceans
But there's nothing that compares to
What we had, and so I walk aloneI wish I didn't have to be gone
Maybe you've already moved on
But the truth is I don't want to knowTorn in two
And I know I shouldn't tell you
But I just can't stop thinking of you
Wherever you are
You
Wherever you are
Every night I almost call you
Just to say it always will be you
Wherever you are



Photos


































 




You can say we'll be together
Someday
Nothing lasts forever
Nothing stays the same
So why can't I stop feeling this wayTorn in two
And I know I shouldn't tell you
But I just can't stop thinking of you
Wherever you are
You
Wherever you are
Every night I almost call you
Just to say it always will be you
Wherever you are




 "
Pop,5 Seconds Of Summer,Don't Stop,"You're like perfection, some kind of holiday
You got me thinking that we could run away
You want I'll take you there,
You tell me when and where,
Oh oh oh ohBut then I asked for your number,
Said you don't have a phone
It's getting late now,
I gotta let you know



Related




 






18 Non-Traditional Yet Perfect Wedding Songs







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

That everybody wants to take you home tonight
But I'm gonna find a way to make you mineDon't stop doin' what you're doin'
Every time you move to the beat
It gets harder for me
And you know it, know it, know it
Don't stop 'cause you know that I like it
Every time you walk in the room
You got all eyes on you
And you know it, know it, know itYou're coming close now, swear I can taste it,
You got me tongue tied, I can't escape it
I'm loving what you got,
But then you push me off,
Oh oh oh ohAnd everybody wants to take you home tonight
But I'm gonna find a way to make you mine



Photos


































 




Don't stop doin' what you're doin'
Every time you move to the beat
It gets harder for me
And you know it, know it, know it
Don't stop 'cause you know that I like it
Every time you walk in the room
You got all eyes on you
And you know it, know it, know itEvery day it's the same, love and games that you play
Back and forth, round and round, kinda like it this wayDon't stop doin' what you're doin'
'Cause every time you move to the beat
It gets harder for me
And you know it, know it, know it
Don't stop 'cause you know that I like it
Every time you walk in the room
You got all eyes on you
And you know it, know it, know it, know itDon't stop (don't stop, stop what you're doing) doin' what you're doin'
('Cause you know that, you know that I like it)
Every time you move to the beat
It gets harder for me
And you know it, know it, know it
Don't stop, 'cause you know that I like it (you know that I like it)
Every time you walk in the room
You got all eyes on you(all eyes on you)
And you know it, know it, know it




 "
Pop,5 Seconds Of Summer,Teenage Queen,"She's so cool,
Rewrites the rules,
She ain't got no time for you,
She's a teenage queenShe hit me baby one more time,
Like Britney did in '99,
Like something from my dreamsI'm wound up, I'm strung up,
My heart's beating so loud,
I gotta make you mine,
When nothing puts you through,
Don't see you like I do,
I showed up just in time.


Related




 






18 Non-Traditional Yet Perfect Wedding Songs







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 





Photos


































 








 "
Pop,5 Seconds Of Summer,Heartbreak Girl,"You call me up
It's like a broken record
Saying that your heart hurts
That you'll never get over him getting over you
And you end up crying
And i end up lying...
Cause I'm just a sucker for anything that you doAnd when then phone call finally ends
You say ""Thanks for being a friend""
And I'm going in circles again and again...I dedicate this song to you
The one who never sees the truth
That I can take away you hurt, Heartbreak girl
Hold you tight straight through the daylight
I'm right here when you gonna realise
That I'm your cure, Heartbreak girl


Related




 






The Best Karaoke Songs Ever, Ranked







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

I bite my tongue
But I wanna scream out
You could be with me now
But I end up telling you what you wanna hear
But you're not ready
And it's so frustrating
He treats you so bad and I'm so good to you, it's not fairAnd when the phone call finally ends
You say ""I'll call you tomorrow at 10""
And I'm stuck in the friendzone again and again...I dedicate this song to you
The one who never sees the truth
That I can take away you hurt, Heartbreak girl
Hold you tight straight through the daylight
I'm right here when you gonna realise
That I'm your cure, Heartbreak girl



Photos


































 




I know someday it's gonna happen
And you'll finally forget the day you met him
Sometimes you're so close to your confession
I gotta get it through your head that you belong with me insteadI dedicate this song to you,
The one who never sees the truth
That I can take away you hurt, Heartbreak girl
Hold you tight straight through the daylight
I'm right here when you gonna realise
That I'm your cure, Heartbreak girlI dedicate this song to you
The one who never sees the truth
That i can take away you hurt, Heartbreak girl
Hold you tight straight through the daylight
I'm right here when you gonna realise
That I'm your cure, Heartbreak girl...




 "
Pop,5 Seconds Of Summer,Jet Black Heart,"Everybody's got their demons
Even wide awake or dreaming
I'm the one who ends up leaving
Make it okaySee a war I wanna fight it
See a match I wanna strike it
Every fire I've ignited
Faded to greyBut now that I'm broken
Now that you know it
Caught up in a moment
Can you see inside?


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

'Cause I've got a jet black heart
And there's a hurricane underneath it
Trying to keep us apart
I write with a poison pen
But these chemicals moving between us
Are the reason to start againNow I'm holding on for dear life
There's no way that we could rewind
Maybe there's nothing after midnight
That could make you stayBut now that I'm broken
And now that you know it
Caught up in a moment
Can you see inside?



Photos


































 




'Cause I've got a jet black heart
And there's a hurricane underneath it
Trying to keep us apart
I write with a poison pen
But these chemicals moving between us
Are the reason to start againThe blood in my veins
Is made up of mistakes
Let's forget who we are
And dive into the dark
As we burst into color
Returning to life'Cause I've got a jet black heart
And there's a hurricane underneath it
Trying to keep us apart
I write with a poison pen
But these chemicals moving between us
Are the reason to start againThe blood in my veins
Is made up of mistakes
(To start again)
Let's forget who we are
And dive into the dark




 "
Pop,5 Seconds Of Summer,Close As Strangers,"Six weeks since I've been away
And now you're sayin' everything has changed
And I'm afraid that I might be losing you
And every night that we spend alone
It kills me thinking of you on your own
And I wish I was back home next to youOh, everyday
You feel a little bit further away
And I don't know what to sayAre we wasting time
Talking on a broken line?
Telling you I haven't seen your face in ages
I feel like we're as close as strangers
Won't give up
Even though it hurts so much
Every night I'm losing you in a thousand faces
Now it feels we're as close as strangers


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

Late night calls and another text
Is this as good as we're gonna get?
Another timezone taking me away from you
Living dreams in fluorescent lights
While you and I are running out of time
But you know that I'll always wait for youOh, everyday
You feel a little bit further away
And I don't know what to sayAre we wasting time
Talking on a broken line?
Telling you I haven't seen your face in ages
I feel like we're as close as strangers
Won't give up
Even though it hurts so much
Every night I'm losing you in a thousand faces
Now it feels we're as close as strangers



Photos


































 




On the phone
I can tell that you wanna move on
Through the tears
I can hear that I shouldn't have gone
Every day gets harder to stay away from you
So tell me...Are we wasting time
Talking on a broken line?
Telling you I haven't seen your face in ages
I feel like we're as close as strangersWasting time
Talking on a broken line
Telling you I haven't seen your face in ages
I feel like we're as close as strangers
Won't give up
Even though it hurts so much
Every night I'm losing you in a thousand faces
Now it feels we're as close as strangers
Six months since I went away
And I know everything has changed
But tomorrow I'll be coming back to you




 "
Pop,5 Seconds Of Summer,She's Kinda Hot,"My girlfriend's bitchin' cause I always sleep in
She's always screamin' when she's calling her friend
She's kinda hot though
Yeah, she's kinda hot though
(Just an itty bitty little bit hot)My shrink is telling me I got crazy dreams
She's also saying I got low self esteem
She's kinda hot though
Yeah, she's kinda hot though
(Just a little bit a little bit hot)



Related




 






11 Delicious Misheard Lyrics About Food







Listen To Taylor Swift's New Song 'Call It What You Want'







Watch Sam Smith And Fifth Harmony Join James Corden For Carpool Karaoke






 
 

She put me on meds, she won't get out of my head
She's kinda hot though
(One, two, three, four)My friend left college cause it felt like a job
His mom and dad both think he's a slob
He's got a shot though (No, not really)
Yeah, he's got a shot though (No, not really)When you've got bigger plans that no one else understands
You've got a shot though
(Oh my, that's a big plan you've got there)They say we're losers and we're alright with that
We are the leaders of the not coming back's
But we're alright though
Yeah, we're alright thoughWe are the kings and the queens of the new broken scene
Yeah, we're alright though
(Uno, dos, tres, cuatro)



Photos


































 




Sometimes I'm feeling like I'm going insane
My neighbor told me that I got bad brains
But I'm alright though (We're alright though)
Yeah, we'll be alright though (We're alright though)
Cause we're the kings and the queens of the new broken scene
And we're alright though
(One, Two, Three, Four)
They say we're losers and we're alright with that
We are the leaders of the not coming back's
But we're alright though
Yeah, we're alright though (we're alright though)
We are the kings and the queens of the new broken scene
Yeah, we're alright though (we're alright though)Na na na na na na na na na na na
Na na na na na na na na na na na
(But we're alright though)
Na na na na na na na na na na na
(Yeah, we're alright though)
Na na na na na na na na na na na
We are the kings and the queens of the new broken scene
Yeah, we're alright though




 "
