genre,artist,album,song,lyrics
â€˜Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
My heartbeat's rhythm is a lonesome sound
Just like the rubber turning on the ground
Always lost and nowhere bound
I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
â€˜Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
â€˜Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
When I'm gone
Somebody else will have to feel this wrong
Somebody else will have to sing this song
Somebody else will have to sing along
Sing along

I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
â€˜Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
â€˜Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller"

Pop,Chris Stapleton ,Traveller ,When the Stars Come Out ,"COUNTRY RAP POP ROCK LIT R&B; NEWS HISTORY SCREEN SPORTS LAW TECH X META

Genius

/beta

When The Stars Come OutChris Stapleton

I was looking for a change of scene
You were looking at a magazine
It was red carpets and limousines
And the grass seemed so much greener
All we wanted was to get there fast
So, we packed up everything we had
Running on hope and a tank of gas
Like dreams ain't just for dreamers
We couldn't wait to leave that life behind
Trying to find salvation in that city limit sign

And one of those LA nights
When the stars come out
Oh, the stars come out and shine
And they burn so bright
They drown the downtown lights
When the stars come out
Oh, when the stars come out

Everybody's, somebody, someday
Everybody's got a part to play
Everybody's trying to find a way
To say, what needs saying
Everybody's got a friend of a friend
Somebody that can get you in
Begging angels for a sin
In a game that we're all playing
You and I, we're gamblers holding cards that we can't see
And I'm betting on you, you're betting on me

Down on the freeway, the sun is out of sight
And I got a feeling tonight might be the night
Yeah, tonight might be the night"

Pop,Chris Stapleton ,Traveller ,Tennessee Whiskey ,"Used to spend my nights out in a barroom
Liquor was the only love I've known
But you rescued me from reachin' for the bottom
And brought me back from being too far gone

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

I've looked for love in all the same old places
Found the bottom of a bottle always dry
But when you poured out your heart I didn't waste it
â€˜Cause there's nothing like your love to get me high

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time
{Break}
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
Honey, I stay stoned on your love all the time
You're as sweet as Tennessee whiskey
Tennessee Whiskey
Tennessee Whiskey
You're as sweet as Tennessee Whiskey
Tennessee whiskey
Tennessee whiskey"

Pop,Chris Stapleton ,Traveller ,Sometimes I Cry ,"There are days that I can walk around like I'm alright,

And I pretend to wear a smile on my face,

And I could keep the pain from comin' out of my eyes,

But sometimes, sometimes,


Sometimes I cry,

Cry,

Sometimes I cry,

When I can't do nothing else.


Everybody keeps tellin' me to move on,

Oh but I can't seem to go anywhere without you,

Cause ever since, and every single night you been gone,

Sometimes, sometimes,


Sometimes I cry,

Cry,

Sometimes I cry,

When I can't do nothing else


Sometimes I cry

Sometimes I cry

Sometimes I cry

When I can't do nothing else."

Pop,Chris Stapleton ,Traveller ,The Devil Named Music ,"[Verse 1]

We drove all night to Billings, Montana

Flew into Utah, slept there all day

I canâ€™t remember stopping in Denver

Yeah, I live my illusion that somebody needs me to play


[Chorus 1]

Sometimes Iâ€™m drunk

Sometimes Iâ€™m stoned

And yes, I get tired of being alone

I miss my son

I miss my wife

But the devil named music is taking my life


[Verse 2]

Now I sold my soul a long time ago

I put it in a six string and a sad melody

And Iâ€™m sometimes a winner, most times a loser

If the crowd gets into it, itâ€™ll all feel the same way to me


[Chorus 2]

Sometimes Iâ€™m drunk

Sometimes Iâ€™m stoned

And yes, I get tired of being alone

I miss my daughter

I miss my wife

But the devil named music is taking my life


[Chorus 1] + [Chorus 2]"

Pop,Chris Stapleton ,Traveller ,Was It 26 ,"[Verse 1]

Livin' hard was easy when I was young and bullet-proof

I had no chains to bind me, just a guitar and a roof

Emptied every bottle, when I poured I never missed

I had blood shot eyes at twenty-five or was it twenty-six

Didn't seem to matter what price I had to pay

Cause anything worth havin', Iâ€™d just lose anyway

Friends worried about me theyâ€™d asked if I was sick

Thought I wouldnâ€™t die at twenty-five or was it twenty-six


[Chorus]

Those two years run together like whiskey over ice

Melted into memories like somebody else's life

Iâ€™m glad to say, Iâ€™ve come around

But if I could have one wish

Iâ€™d like another try at twenty-five

Or was it twenty-six


[Verse 2]

Met a girl from Georgia, smart and pretty, college grad

I thought my luck was changin' but then it all went bad

I guess I fell in love with her all it took was just one kiss

But then she said goodbye at twenty-five or was it twenty-six


[Chorus]


[Verse 3]

I've been down that road before almost as far as hell

Deception or redemption, I guess only time will tell

I have faith and the knowledge that God gave us a gift

I couldn't hide at twenty-five or was it twenty-six


[Chorus]"

Pop,Chris Stapleton ,Traveller ,Might As Well Get Stoned ,"[Verse 1]

Well, she said, she didnâ€™t love me

And kicked me out the door

Now Iâ€™m livinâ€™ in one room

And sleepinâ€™ on the floor

Think Iâ€™m gonna kick my boots off

And put some music on

And since Iâ€™m all alone

I might as well get stoned


[Chorus]

I might as well get stoned

Get it off my mind

Ainâ€™t got a thing to do

All Iâ€™ve got is time

The bottleâ€™s all Iâ€™ve had to be a friend of mine

And since my whiskeyâ€™s gone

I might as well get stoned


[Verse 2]

Now every time I watch the TV

Another soldier dies

Another brotherâ€™s gone

Another mother cries

Now I know theyâ€™ve got a job to do

But if I had one wish

I wish theyâ€™d all come home

So, we could all get stoned


[Chorus]"

Pop,Chris Stapleton ,Traveller ,Daddy Doesn't Pray Anymore ,"[Chorus]

Daddy doesnâ€™t pray anymore

I guess heâ€™s finished talking to the Lord

He used to fold his hands and bow his head down to the floor

But daddy doesnâ€™t pray anymore


[Verse 1]

I remember even when the times were bad

He thanked Jesus for everything he had

For a good wife and three children

And the food upon our plates

Yeah, everything was right when he said, grace


[Chorus]


[Verse 2]

There was a time when we didnâ€™t get along

Cause I thought I was right and he was wrong

Still when I laid down at night

Iâ€™d hear him get down on his knees

And say a little prayer for me


[Chorus]


[Outro]

Today I followed daddy down to church

And listened to the preacher read Godâ€™s word

We sang his favorite hymn but daddy didnâ€™t make a sound

This afternoon weâ€™ll lay him in the ground

But daddy doesnâ€™t pray anymore

I guess heâ€™s finally walking with the Lord

He used to fold his hands and bow his head down to the floor

But daddy doesnâ€™t pray anymore"

Pop,Chris Stapleton ,Traveller ,More Of You ,"[Verse 1]

When I think of you and the first time we met

And I heard the sound of your sweet gentle voice

My heart took me over and gave me no choice

And right then I knew


[Chorus]

It makes me want more of you

Again and again

I fall more in love with you

Than Iâ€™ve ever been

From the moment you wake me up

Till you kiss me goodnight

Everything that you do

It makes me want more of you


[Verse 2]

When I look at you now that years have gone by

I think of the memories that time canâ€™t erase

And all of the smiles that youâ€™ve brought to my face

Youâ€™re loveâ€™s been so true


[Chorus]


[Bridge]

When I leave this earth youâ€™ll be holding my hand

And it gives me comfort to know youâ€™ll be there

And Iâ€™ll thank the Lord for the love that we share

Youâ€™re heaven to me


[Chorus]


[Outro]

Everything that you do

It makes me want more of you"

Pop,Chris Stapleton ,Traveller ,Nobody To Blame ,"[Verse 1]

She took down the photograph

Of our wedding day

Ripped it down the middle

And threw my half away

And I got nobody to blame but me

I got nobody to blame but me

She broke all my fishing rods

Put my guns in hock

Threw my clothes out in the yard

And changed out all the locks

And I got nobody to blame but me

I got nobody to blame but me


[Chorus]

I know right where I went wrong

I know just what got her gone

Turned my life into this country song

And I got nobody to blame but me

I got nobody to blame but me


[Verse 2]

She fired up my old hot rod

Ran it in the pond

Put sugar in my John Deere

I canâ€™t even mow my lawn

And I got nobody to blame but me

She built her a bonfire

With my old six string

Took all my good whiskey

And poured it down the drain

And I got nobody to blame but me

I got nobody to blame but me


[Chorus]"

Pop,Chris Stapleton ,Traveller ,Whiskey And You ,"[Verse 1]

Thereâ€™s a bottle on the dresser by your ring

And itâ€™s empty so right now I donâ€™t feel a thing

And Iâ€™ll be hurting when I wake up on the floor

But Iâ€™ll be over it by noon

Thatâ€™s the difference between whiskey and you

Come tomorrow, I can walk in any store

It ainâ€™t a problem, theyâ€™ll always sell me more

But your forgiveness

Well, thatâ€™s something I canâ€™t buy

There ainâ€™t a thing that I can do

Thatâ€™s the difference between whiskey and you


[Chorus]

Oneâ€™s the devil, one keeps driving me insane

At times I wonder if they ainâ€™t both the same

But oneâ€™s a liar that helps to hide me from my pain

And oneâ€™s the long gone bitter truth

Thatâ€™s the difference between whiskey and you


[Verse 2]

Iâ€™ve got a problem but it ainâ€™t like what you think

I drink because Iâ€™m lonesome and Iâ€™m lonesome â€˜cause I drink

But if I donâ€™t break down and bring it on myself

Itâ€™ll hit out of the blue

Thatâ€™s the difference between whiskey and you


[Chorus]


[Outro]

Ah, thatâ€™s the difference between whiskey and you"

Pop,Chris Stapleton ,Traveller ,Parachute ,"[Verse 1]

Street lights along the highway

Throwing shadows in the dark

And the memories keep on turning

To the rhythm of a broken heart


[Chorus]

You only need a roof when itâ€™s raining

You only need a fire when itâ€™s cold

You only need a drink when the whiskey

Is the only thing you have left to hold

Sun comes up and goes back down

And falling feels like flying till you hit the ground

Say the word and Iâ€™ll be there for you

Baby, I will be your parachute


[Verse 2]

Thereâ€™s a song that I remember

I never learned to play

And a lifetime of forgotten words

I never got to say


[Chorus]


[Bridge]

If you think youâ€™re going down

Just know I will be around


[Chorus]"

Pop,Chris Stapleton ,Traveller ,Outlaw State of Mind ,"Cut my teeth on Daddy's old LGO
And I lost my mind somewhere in New Mexico
and TW put a snake on my back
I keep a red bar on my side
and its people all across the land
from East Kentucky downtown Alabam
whole lotta like I am all the time
in an outlaw state of mind
I got friends that know how to have a good time
yeah they roll their own and drink Carolina shine
I've seen the devil in a dark cole mine
I've been higher than a Georgia pine
and there's people all across the land from West Virginia to the Rio Grande
whole lotta like I am all the time all the time
I'm in an outlaw state of mind
and there's people all across the land
from New York to old pines friend just dont give a damn all the time
in an outlaw state of mind"

Pop,Justin Hurwitz,La La Land (Original Motion Picture Score) ,City Of Stars May Finally Come True [feat. Ryan Gosling] ,"[Sebastian's Verse: Ryan Gosling & (Emma Stone)]

City of stars

Are you shining just for me?

City of stars

There's so much that I can't see

Who knows?

I felt it from the first embrace I shared with you

(That now our dreams

They've finally come true)


[Mia's Verse: Emma Stone & (Ryan Gosling)]

City of stars

Just one thing everybody wants

There in the bars

And through the smokescreen of the crowded restaurants

It's love

Yes, all we're looking for is love from someone else

(A rush)

A glance

(A touch)

A dance


[Duet: Ryan Gosling & Emma Stone]

A look in somebody's eyes

To light up the skies

To open the world and send it reeling

A voice that says, I'll be here

And you'll be alright


I don't care if I know

Just where I will go

'Cause all that I need is this crazy feeling

A rat-tat-tat on my heart


[Outro: Ryan Gosling & (Emma Stone)]

Think I want it to stay


City of stars

Are you shining just for me?

City of stars

(You never shined so brightly)"

Pop,Soundtrack,Fifty Shades Darker ,I Don't Wanna Live Forever ,"[Zayn:]

Been sittin' eyes wide open behind these four walls, hopin' you'll call

It's just a cruel existence like it's no point hopin' at all


Baby, baby, I feel crazy

Up all night, all night and every day

Give me somethin', oh, but you say nothin'

What is happenin' to me?


I don't wanna live forever

'Cause I know I'll be livin' in vain

And I don't wanna fit wherever

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home


[Taylor Swift:]

I'm sittin' eyes wide open and I got one thing stuck in my mind

Wondering if I dodged a bullet or just lost the love of my life


Baby, baby, I feel crazy

Up all night, all night and every day

I gave you something, but you gave me nothing

What is happening to me?


[Zayn & Taylor Swift:]

I don't wanna live forever

'Cause I know I'll be livin' in vain

And I don't wanna fit (fit, babe) wherever (wherever)

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home


I've been looking sad in all the nicest places

(Baby, baby, I feel crazy)

I see you around in all these empty faces

(Up all night, all night and every day)

I've been looking sad in all the nicest places

(Give me somethin', oh, but you say nothin')

Now I'm in a cab, I tell him where your place is

What is happenin' to me?


[Zayn:]

I don't wanna live forever

'Cause I know I'll be livin' in vain

And I don't wanna fit wherever

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home

I just wanna keep callin' your name

Until you come back home


[Taylor Swift & Zayn:]

I just wanna keep callin' your name

Until you come back home

Until you come back home"

Pop,Soundtrack,Fifty Shades Darker ,What Is Love? ,"Does anyone really know how to love?

Does anyone really feel what they dreamt of?


Or is it all a puzzle maze

But we never actually walk out the other side


We go round and round and round

Taking wrong times

And clinging to the edges of ourselves


What is this thing that we called love?

What is this thing that I dreamt of?

What is this thing that with such a rush?

What is this thing that we called love?


What is love?

Oh, what is love?


You think you felt it all

But then it hits

A comet from above

Crashes into your lips


And suddenly you find yourself

Thinking of things you never thought of before


And something in you changes

You can't think of anything else

Apart from the person that left a rose by your door


What is this thing that we called love?

What is this thing that I dreamt of?

What is this thing that with such a rush?

What is this thing that we called love?


What is love?

Oh, what is love?

What is love?

Oh, what is love?


What is this thing that we called love?

What is this thing that I dreamt of?

What is this thing that with such a rush?

What is this thing that we called love?


What is this thing that we called love?

What is this thing that we called love?"

Pop,Soundtrack,Fifty Shades Darker ,What Would It Take ,"[Refrain]

What would it take

To make you love me?

What would it take

To make you love me?


[Verse 1]

Would it take flowers

Red roses from vines

Would it take diamonds

To let you know you're mine

Well, I'll take you dancing

Sweep you off your feet

What do you need

To know you're the only one, one for me


[Refrain]

And what would it take

To make you love me?

What would it take

To make you love me?


[Verse 2]

What words can I say?

Tell me, what can I do?

Know that I am

And I'll give it to you

I could make you smile

Give you all your dreams

And I'd give everything

To make you love me

Oh, and


[Refrain]

What would it take

To make you love me?

And what would it take

To make you love me?

Oh, what would it take?

What would it take?

It take

To make you love me?

Oh, and

What would it take

To make you love me?

And what would it take

To make you love me?"

Pop,Soundtrack,Fifty Shades Darker ,Empty Pack Of Cigarettes ,"[Verse 1]

Lay me down, put your head on my chest

Safe and sound

Just don't give up on me yet

And I know that life done did you so wrong

And your little heart never had a place to call home


[Pre-Chorus]

I, I, I, don't know what you want from me

Well, I know it ain't much, but

Here's my love

Hope it's enough

Don't give up

'Cause all I got is


[Chorus]

This empty pack of cigarettes, and you

And I ain't got nothing else to give you but the truth

Just this empty pack of cigarettes, and

I know all that I need, babe, is you


[Verse 2]

Just take your time

Oh, you're a little bit upset

And you can curse me out, babe

And put your hand around my neck

But I'm sorry life done, done you so wrong

But I'm standing here alone trying to keep the lights on


[Pre-Chorus]

I, I, I, don't know what you want from me

Well, I know it ain't much, but

Here's my love

Hope it's enough

Don't give up

'Cause all I got is


[Chorus]

This empty pack of cigarettes, and you, you

And I ain't got nothing else to give you but the truth

Only this empty pack of cigarettes, and

I know all that I need, babe, is you


[Bridge]

Wish there was more I could give you, yeah

I wish that my love could just heal you, baby

Nothing, baby

Nothing, baby

No one's got me but you, yeah yeah


[Chorus]

This empty pack of cigarettes, and you

Only his empty pack of cigarettes

But I know now, oh I see

Only need you

That all that I need is you

All that I need is, baby, baby

That all that I need is you"

Pop,Soundtrack,Fifty Shades Darker ,I Need A Good One ,"[Intro]

Oh na na na na, yeah

Oh na na, na

Oh na na na na, yeah

Listen now


[Chorus]

I'm looking for my bride, on my ride, on my mind

Someone who's gonna cry for me, die for me, yeah

Sits with me at the table

'Cause I know she holdin' it down for a G

I got her, she got me

I need a good one


I need a good one

All I need is a good one

I don't think y'all hear me, all I'm needing is a good one

Who's holdin' it down for G

I got her, she got me, I need her


[Verse 1]

Somebody love you, I'm looking for you

Someone I can place no other girl above her

'Cause no one above her

I need a freak undercover

I wanna love you

Keeps me on point and she keepin' me focused

And wanna do better


[Pre-Chorus]

Just wanna know where she at

I'm looking for a real one that's got my back

Who keeps it 100

And all I need, all I need is just one

A good one


[Chorus]

I'm looking for my bride, on my ride, on my mind

Someone who's gonna cry for me, die for me, yeah

Sits with me at the table

'Cause I know she holdin' it down for a G

I got her, she got me

I need a good one


Oh na na na na

Oh na na, na

Oh na na na na, yeah

Listen now


[Verse 2]

I-I-I need her on my team

'Cause every solider needs a queen

She ain't in it for the money, she got her own money

Still imma make sure she's packing in the latest

You know [?]


[Chorus]

I'm looking for my bride, on my ride, on my mind

Someone who's gonna cry for me, die for me, yeah

Sits with me at the table

'Cause I know she holdin' it down for a G

I got her, she got me

I need a good one


Oh na na na na

Oh na na, na

Oh na na na na, yeah

Listen now


[Pre-Chorus]

I just wanna know where she at

I'm lookin' for a real one, that's got my back

Who keeps it 100

And all I need, all I need is just one

A good one


[Chorus]

I'm looking for my bride, on my ride, on my mind

Someone who's gonna cry for me, die for me, yeah

Sits with me at the table

'Cause I know she holdin' it down for a G

I got her, she got me

I need


I'm looking for my ride, on my pride, and my babe

Someone who's gonna ride, yeah

'Cause I know she holdin' it down for a G

I got her, she got me, ooh, oh


[Outro]

Oh na na na na

Oh na na na

Oh na na na na, yeah"

Pop,Soundtrack,Fifty Shades Darker ,Birthday ,"[Verse 1]

I'll be at something

At something bubbling

You was a fun thing

Ain't nothing troubling

I had the spring in my step

Like walking on trampolines

These days I'm looking back

But there's no sense in that

Searching for somebody new

Who can move me like you is a hopeless task

'Cause I got these chains on my feet

And everybody I'll be


[Chorus]

Ain't got nothing on you

If it was my birthday

I'd be opening presents

And hoping to have it from you

'Cause you always make it better

They've got nothing on you

If it was my birthday

I'd be blowing out candles

And wishing for someone like you

One dance no ""you's""


[Verse 2]

Nothing is possible

Now that I'm on my own

And if I don't do it for you

Then I just don't know how to do anything

Heads under water again

But I ain't no submarine

Trying to come up again

Heading now with my friends

But I got these chains on my feet

And everybody I meet


[Chorus]

Ain't got nothing on you

If it was my birthday

I'd be opening presents

And hoping to have it from you

'Cause you always make it better

Baby I ain't got nothing on you

If it was my birthday

I'd be blowing out candles

And wishing for someone like you

One dance no ""you's""


[Bridge]

Never knew how to say

What I feel for you

You say it's too late

You don't feel the fire

You don't hear when I say

There's nobody

They've got nothing on you

If it was my birthday

I'd be opening presents

And hoping to have it from you

'Cause you always make it better


[Chorus]

They've got nothing on you

If it was my birthday

I'd be opening presents

And hoping to have it from you

If it was my birthday

I'd be blowing out candles

And wishing for someone like you

One dance no ""you's"""

Pop,Soundtrack,Fifty Shades Darker ,They Can't Take That Away From Me ,"There are many, many crazy things that will keep me lovin' you

And with your permission, may I list a few?


The way you wear your hat

The way you sip your tea

The memory of all that

No no, they can't take that away from me


The way youre smile just beams

The way you sing off-key

The way you haunt my dreams

No no they can't take that away from me


We may never, never meet again on the bumpy road to love

Still, I'll always, always keep the memory of

The way you hold your knife

The way we dance 'til three

The way you've changed my life

No no, they can't take that away from me

No, they can't take that away from me"

Pop,Soundtrack,Fifty Shades Darker ,The Scientist ,"[Verse 1]

Come up to meet you, tell you I'm sorry

You don't know how lovely you are

I had to find you

Tell you I need you

Tell you I set you apart

Tell me your secrets

And ask me your questions

Oh, let's go back to the start

Running in circles

Coming up tails

Heads on a science apart


[Chorus]

Nobody said it was easy

It's such a shame for us to part

Nobody said it was easy

No one ever said it would be this hard

Oh, take me back to the start


[Verse 2]

I was just guessing

At numbers and figures

Pulling your puzzles apart

Questions of science

Science and progress

Do not speak as loud as my heart

Tell me you love me

Come back and haunt me

Oh, and I rush to the start


[Chorus]

Nobody said it was easy

It's such a shame for us to part

Nobody said it was easy

No one ever said it would be this hard


[Outro]

Oh take me back to the start

Oh take me back to the start

Oh take me back to the start

Take me back to the start"

Pop,Soundtrack,Fifty Shades Darker ,Cruise ,"[Verse 1]

Sunset rolling, summer stolen

We'll never be so young

Checking wishes, shock on kisses

Tripping off my tongue


[Pre-Chorus]

See I'm giving up the fire

They said it was too late for us

But we are coming back to life

A little every time we touch

I wanna run away tonight

I feel like I'm in love with you

Tomorrow we can face the lie

Right now, let's just


[Chorus]

Cruise

Cruise

Cruise

Cruise


[Verse 2]

Open windows, all four fingers

Dancing on the wind

My heart's thumping, goosebumping

All over my skin


[Pre-Chorus]

See I'm giving up the fight

They said it was too late for us

But we are coming back to life

A little every time we touch

I wanna run away tonight

I feel like I'm in love with you

Tomorrow we can face the lie

Right now, let's just


[Chorus]

Cruise

Cruise

Cruise

Cruise


Cruise

Cruise

Cruise

Cruise

Cruise"

Pop,Soundtrack,Fifty Shades Darker ,Helium ,"[Verse 1]

I'm trying but I keep falling down

I cry out but nothing comes now

I'm giving my all and I know peace will come

I never wanted to need someone


[Pre-Chorus]

Yeah, I wanted to play tough

Thought I could do all just on my own

But even Superwoman

Sometimes needed Superman's soul


[Chorus]

Help me out of this hell

Your love lifts me up like helium

Your love lifts me up when I'm down down down

When I've hit the ground

You're all I need


[Verse 2]

And if you let go I'll float towards the sun

I'm stronger 'cause you fill me up

But when the fear comes and I drift towards the ground

I am lucky that you're around


[Pre-Chorus]

Yeah, I wanted to play tough

Thought I could do all just on my own

But even Superwoman

Sometimes needed Superman's soul


[Chorus]

Help me out of this hell

Your love lifts me up like helium

Your love lifts me up when I'm down down down

When I've hit the ground

You're all I need

'Cause your love lifts me up like helium

Your love lifts me up like helium


[Bridge]

You lift me up and I am found

You lift me up before I hit the ground

You lift me up when I'm down down down

You lift me up before I hit the ground

You lift me up and I am found

You lift me up before I hit the ground

You lift me up when I'm down down down

You lift me up before I hit the ground!


[Chorus]

Your love lifts me up like helium

Your love lifts me up when I'm down down down

When I've hit the ground

You're all I need

'Cause your love lifts me up like helium

Your love lifts me up like helium

Your love lifts me up like helium

Your love lifts me up like helium"

Pop,Soundtrack,Fifty Shades Darker ,Bom Bidi Bom ,"[Verse 1: Nick Jonas]

I was wrong and you were right

If I was yours and you were mine

But it was all good (yeah)

You were gone and I was back

And I was good and you were bad

But it was all good


[Pre-Chorus: Nick Jonas]

'Cause I'm an addict, I'm your patient

Your lips are the medication

Come here baby, yeah, you know just what I want

You got that


[Chorus: Nick Jonas]

Bom bidi bom bom bom bom bom

Bom bidi bom bom

You give me bad bad love

But I love it baby

Love me all night long

If you want baby, like

Bom bidi bom bom bom bom bom

Bom bidi bom bom bom

'Cause you're a bad bad girl

But I love it baby

Love me all night long

If you want baby, yeah

Bom bodi bom bode bode bom bom

Bom bodi bom bode bode bom bom

Bom bodi bom bode bode bom bom

Bom bodi bom bode bode bom bom


[Verse 2: Nick Jonas]

You played the front, I played it back

You be the first, I be the last

I call it good love

Every kiss and every touch

It's like a hit, it ain't enough

I call it good love


[Pre-Chorus: Nick Jonas]

'Cause I'm an addict, I'm your patient

Your lips are the medication

Come here baby, yeah, you know just what I want

You got that


[Chorus: Nick Jonas & (Nicki Minaj)]

Bom bidi bom bom bom bom bom

Bom bidi bom bom

You give me bad bad love

But I love it baby

Love me all night long

If you want baby, like

Bom bidi bom bom bom bom bom

Bom bidi bom bom bom

'Cause you're a bad bad girl

But I love it baby

Love me all night long

If you want baby, yeah

Bom bodi bom bode bode bom bom (So good)

Bom bodi bom bode bode bom bom (So good)

Bom bodi bom bode bode bom bom (So good)


[Verse 3: Nicki Minaj]

Yo, b-d-b-b-bye, b-d-b-b-bye

He said, if he can't hit my bullseye, he'd rather die

He put it on me better than any other guy

He said he need a bad bitch with an alibi

Yo, give me the muny, the yen and the pesos

Sext me on the beach in Turks and Caicos

I give him that work, that twerk that slay hoes

Sippin' Grey Goose, and pushin' that grey ghost

Uh, assume the position when you see a bad one

The D so good, he just got a And 1

I'm about to blow, and I ain't talking Samsung

I'm about to show him what I do with that tongue


[Chorus: Nick Jonas]

Bom bidi bom bom bom bom bom

Bom bidi bom bom

You give me bad bad love

But I love it baby

Love me all night long

If you want baby, like

Bom bidi bom bom bom bom bom

Bom bidi bom bom bom

'Cause you're a bad bad girl

But I love it baby

Love me all night long

If you want baby, yeah

Bom bodi bom bode bode bom bom

Bom bodi bom bode bode bom bom

Bom bodi bom bode bode bom bom


[Outro: Nicki Minaj]

B-d-b-b-bye, b-d-b-b-bye

Yo yo, he tryna bless me like his rabbi-bi

B-d-b-b-bye"

Pop,Soundtrack,Fifty Shades Darker ,Code Blue ,"[Verse 1]

The closer I get to you

The more I feel like crying

The further I get from you

The more I feel like dying


[Pre-Chorus]

You said you'll be

Right here forever baby

Oh, just let them [?]

There's no forever baby

I'm just looking for a little favour

And you're just trying to save a little time

Baby let me give you a piece of mine


[Chorus]

That's what I get for loving you, code blue

That's what I get for loving you, code blue

That's what I get for loving you, code blue

That's what I get for loving you, code blue


[Verse 2]

Take whatever's left, baby

If you go without your heart you will never know

You [?]

As we walk into those doors

In the shadows of the unknown


[Pre-Chorus 2]

I think of you daily

Loving every day about you

And I hope that you

You love everything about me too

But don't you leave like that

Don't leave right here, oh no

Stay with me just a couple minutes more


[Chorus]

That's what I get for loving you, code blue

That's what I get for loving you, code blue

That's what I get for loving you, code blue

That's what I get for loving you, code blue


That's what I get for loving you

(That's what I get for loving you) code blue

That's what I get for loving you

(All I do, all I do) code blue

That's what I give for loving you, code blue


[Outro]

That's what I get for love

That's what I get for love

That's what I get from you"

Pop,Soundtrack,Fifty Shades Darker ,One Woman Man ,"[Verse 1]

I always believed that love will surrender

And I wouldn't go down without a fight

I always left room for other contenders

'Cause I might change my mind


[Pre-Chorus 1]

Damn, I used to be so cold

We never ever get too close

Didn't ever wanna lose control

But from the moment that I tasted

I knew that I would have to chase it

You say hold up, I won't you to be


[Chorus]

A one woman man

A one woman man, oh

Want you all to my side

Don't want nobody else

Oh, you love it

Oh, you love it

Won't you be

A one woman man (one woman)

A one woman man, oh (one woman)


[Verse 2]

